sentID.BTEC	sentID	dialect	pred_dialect	raw	CODA
6215	4522	RAB	RAB	قطع ليا جوج د لي بييي؟	اقطع لي جوج دلي بييي؟
6230	4523	RAB	RAB	واخا نخلص ب الماستر كارت؟	وخا نخلص بالماستر كارت؟
6246	4524	RAB	RAB	لا شكرا على واجب. بالمناسبة، واش كاين شي تيليبوتيك قريب؟	لا شكرا على واجب. بالمناسبة، واش كاين شي تيليبوتيك قريب؟
6252	4525	RAB	RAB	عندي جوايج ديال التصبين .	عندي حوايج ديال التصبين.
6254	4526	RAB	RAB	فين جا لقصر؟	فين جا القصر؟
6282	4527	RAB	RAB	عندك شي كبوط؟	عندك شي كبوط؟
6311	4528	RAB	RAB	كاينين شي تداكر باقين؟	كاينين شي تذاكر باقين؟
6325	4529	RAB	RAB	هزو يديكم.	هزو يديكم.
6342	4530	RAB	RAB	شنو باليك؟	شنو باليك؟
6349	4531	RAB	RAB	كانهتمو ب الديانا.	كنهتموا بالديانة.
6361	4532	RAB	BEI	شتا ولات تلج دايب.	شتا ولات ثلج ذايب.
6364	4533	RAB	RAB	لفطور كايكون معا السبعا د الصباح، إلا السبت و الحد.	الفطور كيكون مع السبعة دالصباح، الا السبت والحد.
6368	4534	RAB	RAB	ديرو صماطيكوم عفاكم، و حبسو من لكمايا ملي تكون الطيارا طالعا؟	ديروا صماطيكم عافاكم، واحبسوا من الكما ماللي تكون الطيارة طالعة؟
6388	4535	RAB	RAB	بغيت لبانان.	بغيت البانان.
6464	4536	RAB	RAB	علاياش جاي تريكلامي؟	علاياش جاي تريكلامي؟
6467	4537	RAB	RAB	الشومبر سبعميا وجوج. بغيتكم تفيقوني غدا معا السبعا د الصباح، عفاك.	الشومبر سبعمية وجوج. بغيتكم تفيقوني غدا مع السبعة دالصباح، عافاك.
6499	4538	RAB	RAB	غالي علييا. وريني ما رخص من هاكا، عفاك.	غالي علي. وريني ما ارخص من هاكا، عافاك.
6502	4539	RAB	RAB	كانقرا لونغلي.	كنقرا الاونجلي.
6504	4540	RAB	RAB	خاصك تخلص خمسا دولار و خمساوعشرين سانت ف التلاتة د الدقايق للي جايين.	خاصك تخلص خمسة دولار وخمسة وعشرين سانت فالثلاثة دالدقايق اللي جايين.
6510	4541	RAB	RAB	خرجو البيطاقات ديال النزول.	خرجوا البيطاقات ديال النزول.
6540	4542	RAB	RAB	شحال د لوقت خاص باش تمشي ل فيلاديفيا؟	شحال دالوقت خاص باش تمشي لفيلاديفيا؟
6638	4543	RAB	CAI	كان كبير و زعر.	كان كبير وزعر.
6643	4544	RAB	RAB	بيييي ديال مشي و مجي ل ميلانو، عفاك.	بيي ديال مشي ومجي لميلانو، عافاك.
6648	4545	RAB	RAB	سميتي واطانابي غورو.	سميتي واطانابي غورو.
6651	4546	RAB	RAB	علا هاد لحساب بشحال نصيفت هاد لبرييا؟	علا هاد الحساب بشحال نصيفت هاد البريا؟
6656	4547	RAB	RAB	بغيت شي حاجا ل كحبا.	بغيت شي حاجة لكحبة.
6681	4548	RAB	TUN	شكون معايا؟	شكون معاي؟
6694	4549	RAB	RAB	كايبدا معا التسعود.	كيبدا مع التسعود.
6742	4550	RAB	RAB	نزل ف المحطا الجايا شد الطوبيس حتال هايد بارك.	انزل فالمحطة الجاية وشد الطوبيس حتى لهايد بارك.
6745	4551	RAB	RAB	بغيت شي بلاصا ف الجناح، الله يخليك.	بغيت شي بلاصة فالجناح، الله يخليك.
6768	4552	RAB	RAB	بغيت شيبس.	بغيت شيبس.
6788	4553	RAB	RAB	بغيت نبدل، واش ممكن؟	بغيت نبدل، واش ممكن؟
6824	4554	RAB	RAB	هاد الرحلة ديال نص نهار غادي تكون ب يابانيا؟	هاد الرحلة ديال نص نهار غادي تكون بيابانية؟
6839	4555	RAB	RAB	آه، كانقلب على شي كادو ل ختي.	آه، كنقلب على شي كادو لاختي.
6876	4556	RAB	RAB	غادي ل موفيس.	غادي لممفس.
6889	4557	RAB	RAB	ممكن تشوف ليا لا كاين شي فول آكر و لا لا؟	ممكن تشوف لي لا كاين شي فول آخر ولا لا؟
6894	4558	RAB	RAB	واخا دوز ليا السيدة كاوري واطاناب كاين ف شومبر تمنميا و حضاش؟	وخا دوز لي السيدة كاوري واطاناب كاينة فشومبر ثمانمية وحدعش؟
6895	4559	RAB	RAB	عندكم شي مشروبات خرا؟	عندكم شي مشروبات اخرى؟
6930	4560	RAB	RAB	يا ربي السلاما.	يا ربي السلامة.
6955	4561	RAB	RAB	تبع لبانو ديال الطاكسي.	اتبع البانو ديال الطاكسي.
6989	4562	RAB	RAB	إيياه، كانف لكحل و لقهوي.	ايه، كان ف+ الاكحل والقهوي.
6998	4563	RAB	RAB	عنطيني شي حاجا تصلاح لفم. را تجرحو ليا بزاف معا لبرد.	عطيني شي حاجة تصلاح للفم. را تجرحوا لي بزاف مع البرد.
7002	4564	RAB	RAB	كاين شي حاجا سبيسيال ديال هنا؟	كاين شي حاجة سبيسيال ديال هنا؟
7065	4565	RAB	RAB	كانقلب على لباغاج ديالي.	كنقلب على الباغاج ديالي.
7087	4566	RAB	RAB	شي موناضا، عفاك.	شي موناضة، عافاك.
7096	4567	RAB	RAB	ملهوفين على لا مود ف التلفازا و لمجلات.	ملهوفين على لا مود فالتلفازة والمجلات.
7115	4568	RAB	RAB	واحد لغاوري ك الي آرا نصورك، عطيتو لاباراي، و ولد لحرام هرب ليا بيها.	واحد الغاوري قال لي آرا نصورك، عطيته الاباراي، وولد الحرام هرب لي بيها.
7143	4569	RAB	RAB	واش عندنا لوقت باش نضورو ف لماغزا لداخل؟	واش عندنا الوقت باش نضوروا فالمغازة الداخل؟
7171	4570	RAB	RAB	تصاوبو ليا بتلاتين جنيه؟	تصاوبوا لي بثلاثين جنيه؟
7189	4571	RAB	RAB	واش خاصنا نتسناو بزاف؟ كيما كان لحال شكرا.	واش خاصنا نتسناوا بزاف؟ كما كان الحال شكرا.
7207	4572	RAB	RAB	مخيرا لا كانو كايعرفو بزاف د لحوايج على اليابان.	مخيرة لا كانوا كيعرفوا بزاف دالحوايج على اليابان.
7235	4573	RAB	RAB	كانقلب على شي تدكار نديه ل صحابي.	كنقلب على شي تذكار نديه لصحابي.
7243	4574	RAB	RAB	بغيت نشد شي كار ديال التوريست.	بغيت نشد شي كار ديال التوريست.
7244	4575	RAB	RAB	بغيت نكري جوج بيكالات، عفاك.	بغيت نكري جوج بيكالات، عافاك.
7251	4576	RAB	RAB	عطيني هادا. شنو كاتسميوه؟	اعطيني هادا. شنو كتسميوه؟
7297	4577	RAB	RAB	ممكن ت آنيلي الريزيرفاسيو ديالي؟	ممكن تانولي الريزيرفاسيو ديالي؟
7301	4578	RAB	RAB	باين فيك لعيا بزاف.	باين فيك الاعيا بزاف.
7333	4579	RAB	RAB	فين كاين لغطا؟	فين كاين الغطا؟
7384	4580	RAB	RAB	بغيت ندير شي ريحلا نتعلم فيها كيفاش نصاوب الجرادي.	بغيت ندير شي ريحلة نتعلم فيها كيفاش نصاوب الجرادي.
7407	4581	RAB	RAB	كولو معا هاد لاصوص.	كوله مع هاد لاصوص.
7423	4582	RAB	RAB	سمحلي، مالقيتش لاباراي ديالي.	اسمح لي، ما لقيتش الاباراي ديالي.
7489	4583	RAB	RAB	بيرمانونت خفيف، عافاك.	بيرماننت خفيف، عافاك.
7515	4584	RAB	RAB	عدبتي راسك و جيتي و نتا ديجا مشغول.	عدبتي راسك وجيتي وانت ديجا مشغول.
7518	4585	RAB	RAB	جدي شداتو كريز ديال لقلب لبارح.	جدي شداته كريز ديال القلب البارح.
7524	4586	RAB	RAB	وقتاش غادي نتعشاو؟	وقتاش غادي نتعشاوا؟
7528	4587	RAB	RAB	لجو مامضمونش. ديرو صماطيكم عفاكم.	الجو ما مضمونش. ديروا صماطيكم عافاكم.
7532	4588	RAB	RAB	غادي ل طوكيو.	غادي لطوكيو.
7535	4589	RAB	TUN	اه، انا توريست.	آه، انا توريست.
7543	4590	RAB	RAB	فين كايتباعو الصيكان ديال لكوير؟	فين كيتباعوا الصيكان ديال الكوير؟
7545	4591	RAB	RAB	بغيت لحوت مقلي و لفريت، عفاك.	بغيت الحوت مقلي والفريت، عافاك.
7552	4592	RAB	RAB	لا، ماشفت حد حدايا.	لا، ما شفت حد حدايا.
7564	4593	RAB	RAB	آخر واحد يقدر يكدب.	آخر واحد يقدر يكذب.
7585	4594	RAB	RAB	كاتعرف شي ديسكوطيك يقدرو يمشيو ليها لبنات بلاما يخافو؟	كتعرف شي ديسكوطيك يقدروا يمشيوا ليها البنات بلا ما يخافوا؟
7595	4595	RAB	RAB	بغيت شي ريفيي، عفاك.	بغيت شي ريفي، عافاك.
7600	4596	RAB	RAB	تقريبا شهر، آ سيدي.	تقريبا شهر، آسيدي.
7670	4597	RAB	RAB	كانتسنا غي وقتاش نشوفك.	كنتسنا غي وقتاش نشوفك.
7717	4598	RAB	RAB	بغيت الصابون.	بغيت الصابون.
7723	4599	RAB	RAB	واخا توريني حوايج الدراري الصغار، عفاك.	وخا توريني حوايج الدراري الصغار، عافاك.
7743	4600	RAB	RAB	باقي معرفتش لعنوان ديالي. ولكن عوال نمشي ل شي وطيل ف سا فرانسيسكو.	باقي ما عرفتش العنوان ديالي. ولكن عوال نمشي لشي وطيل فسان فرانسيسكو.
7777	4601	RAB	RAB	واخا تكتب لعنوان ديالك هنايا؟	وخا تكتب العنوان ديالك هنايا؟
7801	4602	RAB	RAB	واخا. معاياش بغيتي تريزيرفي؟ شحال من واحد؟	وخا. معاياش بغيتي تريزيرفي؟ شحال من واحد؟
7802	4603	RAB	RAB	خاسك تشد ليسر.	خاصك تشد الايسر.
7817	4604	RAB	RAB	بغيت تعرض عليك لغدا.	بغيت نعرض عليك للغدا.
7882	4605	RAB	RAB	منين كايطلعو للي مسافرين ف جابان ايرلاين ميتينو ربعين؟	منين كيطلعوا اللي مسافرين فجابان ايرلاين ميتين واربعين؟
7938	4606	RAB	RAB	تحت من لكرسي، للي مقابل معاك.	تحت من الكرسي، اللي مقابل معاك.
7978	4607	RAB	RAB	حديقة الحيوانات باش بعيد من هنا تلات شوارع.	حديقة الحيوانات باش بعيد من هنا ثلاث شوارع.
7993	4608	RAB	RAB	غلس.	غلس.
7994	4609	RAB	RAB	فين كايتباع التيكيت ديال ماتش ديال بيزبول؟	فين كيتباع التيكيت ديال ماتش ديال بيزبول؟
8014	4610	RAB	RAB	بغيت شي بلاصا ف لوج.	بغيت شي بلاصة فلوج.
8023	4611	RAB	RAB	و من بعد؟	ومن بعد؟
8044	4612	RAB	RAB	بدون شك. راهم جوج بالز و صاك، خلي عندك لورقا، عفاك.	بدون شك. راهم جوج باليز وصاك، خلي عندك الورقة، عافاك.
8054	4613	RAB	RAB	نمشيو نعومو هاد لعشييا؟	نمشيوا نعوموا هاد العشية؟
8077	4614	RAB	RAB	إيلا بغيتي، ز يد لفطور ديال النغليز.	ايلا بغيتي، زيد الفطور ديال النغليز.
8107	4615	RAB	RAB	أول هدف ف هاد لموسم.	اول هدف فهاد الموسم.
8112	4616	RAB	RAB	يالاه ندربو طليلا.	يالله ندربوا طليلة.
8126	4617	RAB	RAB	غادي نكري هادي، معاها لاسيرونس.	غادي نكري هادي، معاها الاسيرونس.
8185	4618	RAB	RAB	ولاهيلا كانعتادر منك بزاف.	ولاهيلا كنعتاذر منك بزاف.
8208	4619	RAB	RAB	بشحال حتى سياطل؟	بشحال حتى لسياتل؟
8216	4620	RAB	RAB	التمن لعادي، عفاك.	الثمن العادي، عافاك.
8223	4621	RAB	RAB	الشومبر ديالي كاطل على واحد الزنقا فيها الصداع بزاف.	الشومبر ديالي كتطل على واحد الزنقا فيها الصداع بزاف.
8257	4622	RAB	RAB	خاصو يرجع ليوم معا الربعاونص هاد لعشيا.	خاصه يرجع اليوم مع الاربعة ونص هاد العشية.
8263	4623	RAB	RAB	كتب ليا عفاك شي ديكلاراسيو ديال لباغج ديالي للي ضاع ليا.	اكتب لي عافاك شي ديكلاراسيو ديال الباغاج ديالي اللي ضاع لي.
8297	4624	RAB	RAB	ماكانضنش غادي يجيني.	ما كا نظنش غادي يجيني.
8309	4625	RAB	RAB	الشييانتي، عفاك.	الشييانتي، عافاك.
8313	4626	RAB	RAB	بغيت عاصير لعنب.	بغيت عاصير العنب.
8364	4627	RAB	RAB	كاينشي بلاصا زوينا نقدر نشوفها ف تالتا د السوايع؟	كاين شي بلاصة زوينة نقدر نشوفها فثلاثة دالسوايع؟
8365	4628	RAB	RAB	فيناهو المكتب ديال استلام الامتعة ديال رحلة خطوط يونايتد تمنميا وواحد؟	فين هو المكتب ديال استلام الامتعة ديال رحلة خطوط يونايتد ثمانمية وواحد؟
8385	4629	RAB	RAB	خليني نفكر شوييا.	خليني نفكر شوية.
8391	4630	RAB	RAB	واش كاين شي حضر التجوال؟	واش كاين شي حضر التجوال؟
8395	4631	RAB	RAB	نقدر ناخد شي بلايص ف الصف اللول دابا، ولا خاصني نتسنا المرا الجايا؟	نقدر ناخذ شي بلايص فالصف الاول دابا، ولا خاصني نتسنا المرة الجاية؟
8401	4632	RAB	RAB	هاد الضرسا كاضرني.	هاد الضرسة كتضرني.
8447	4633	RAB	RAB	عندي شي حموريا. شمن كريم تجي معايا؟	عندي شي حمورية. شمن كريم تجي معاي؟
8460	4634	RAB	DOH	تصبح على خير.	تصبح على خير.
8468	4635	RAB	RAB	بغيت شي كينا ديال الراس.	بغيت شي كينا ديال الراس.
8482	4636	RAB	RAB	ماعندي غي خمسين دولار.	ما عندي غي خمسين دولار.
8486	4637	RAB	RAB	شكرا. الشرف ليا.	شكرا. الشرف لي.
8488	4638	RAB	RAB	بغيت شي بلايص مزيانين، عفاك.	بغيت شي بلايص مزيانين، عافاك.
8489	4639	RAB	RAB	لموني، عفاك.	منو، عافاك.
8508	4640	RAB	RAB	اه، فهمت. لغلط ديال، سمحليا.	آه، فهمت. الغلط ديالي، اسمح لي.
8512	4641	RAB	DOH	اه، جاي.	آه، جاي.
8514	4642	RAB	TUN	فقت على خاطري نهار لحد.	فقت على خاطري نهار الحد.
8523	4643	RAB	RAB	شحال من نهار ل طوكيو؟	شحال من نهار لطوكيو؟
8546	4644	RAB	RAB	شنو هوما لأفلام لي كاينين دابا؟	شنو هوما الافلام اللي كاينين دابا؟
8552	4645	RAB	RAB	اه، مزيان. نتلاقاو معا الستاونص.	آه، مزيان. نتلاقاوا مع الستة ونص.
8554	4646	RAB	RAB	اه، الغرفا ميتينو ربعاوتلاتين. مراتي مريضا بزاف.	آه، الغرفة ميتين واربعة وثلاثين. مراتي مريضة بزاف.
8555	4647	RAB	RAB	عندك شي صمطا تجي معاه؟	عندك شي صمطة تجي معاه؟
8578	4648	RAB	RAB	بلاسكار، غي لاكريم.	بلا سكار، غي لاكريم.
8684	4649	RAB	RAB	واخا، دابا نديرو. والايني بشحال؟	وخا، دابا نديره. والايني بشحال؟
8702	4650	RAB	RAB	جاي من ميريكان.	جاي من مريكان.
8798	4651	RAB	DOH	شنو المحل المفضل عندك؟	شنو المحل المفضل عندك؟
8810	4652	RAB	RAB	كنت كانفكر فالسيمانة الأولى ديال فبراير. عاد خاصني نهتم بالحجز.	كنت كنفكر فالسيمانة الاولى ديال فبراير. عاد خاصني نهتم بالحجز.
8815	4653	RAB	RAB	كاين بزاف دالأنواع ديال الكلاب، ياك؟	كاين بزاف دالانواع ديال الكلاب، ياك؟
8843	4654	RAB	RAB	بغيت الغرفة اللي هادية كتر عندك.	بغيت الغرفة اللي هادية اكثر عندك.
8889	4655	RAB	RAB	واش يمكن ليك تزيد جبن الشيدر؟	واش يمكن ليك تزيد جبن الشيدر؟
8898	4656	RAB	RAB	كانتاصل غير باش نشكرك على مساعدتك ليا مدة إقامتي فالولايات المتحدة.	كنتاصل غير باش نشكرك على مساعدتك لي مدة اقامتي فالولايات المتحدة.
8934	4657	RAB	RAB	واش بغيتي تسيفطهم بالبريد الجوي أو لا البري والبحري؟	واش بغيتي تسيفطهم بالبريد الجوي اولا البري والبحري؟
8967	4658	RAB	RAB	واش تقدر تنصحني ببلايص اللي يمكن ليا نمشي ليها و نرجع فنهار؟	واش تقدر تنصحني ببلايص اللي يمكن لي نمشي ليها ونرجع فنهار؟
8969	4659	RAB	RAB	هاد الطريق مبدلة على اللي اخدينا البارح. واش هادي مختصرة؟	هاد الطريق مبدلة على اللي اخذينا البارح. واش هادي مختصرة؟
8973	4660	RAB	RAB	ماشي بالضرورة. كانضن باللي تعلمو يتعايشو من بعد سنوات ديال المنافسة.	ماشي بالضرورة. كنظن باللي تعلموا يتعايشوا من بعد سنوات ديال المنافسة.
8987	4661	RAB	RAB	كيفاش بغيتي شعرك يكون؟	كيفاش بغيتي شعرك يكون؟
9001	4662	RAB	RAB	أنا من الولايات المتحدة.	انا من الولايات المتحدة.
9005	4663	RAB	RAB	واش يمكن لي نحصل على سندويش بيبي؟ و بغيت المايونيز أيضا، عافاك.	واش يمكن لي نحصل على سندويش بيبي؟ وبغيت المايونيز أيضا، عافاك.
9017	4664	RAB	RAB	فين جا المسرح؟	فين جا المسرح؟
9019	4665	RAB	DOH	جرحت صبعي.	جرحت صبعي.
9032	4666	RAB	RAB	النوبة ديالي؟	النوبة ديالي؟
9055	4667	RAB	RAB	واش ممكن الطلوع للجبل بمعدات خفيفة؟	واش ممكن الطلوع للجبل بمعدات خفيفة؟
9091	4668	RAB	RAB	فين يمكن لي نراقب الزيت؟	فين يمكن لي نراقب الزيت؟
9093	4669	RAB	RAB	هادي الغرفة رقم تلاتة ربعة خمسة. بغيت شي خدمة الغرف، عافاك.	هادي الغرفة رقم ثلاثة اربعة خمسة. بغيت شي خدمة الغرف، عافاك.
9173	4670	RAB	RAB	واش يمكن لي نشوف شي مطوية ديال الجولات السياحية؟	واش يمكن لي نشوف شي مطوية ديال الجولات السياحية؟
9175	4671	RAB	RAB	وصلني لأوطيل فور سيزن، عافاك.	وصلني لاوطيل فور سيزن، عافاك.
9200	4672	RAB	RAB	أنا و امراتي بغينا نحلو حساب مشترك للادخار.	انا ومراتي بغينا نحلوا حساب مشترك للادخار.
9227	4673	RAB	RAB	واش هاد المنطقة امنة للنسا؟	واش هاد المنطقة آمنة للنسا؟
9249	4674	RAB	RAB	جوج بالغين و واحد الطفل، عافاك. بالمناسبة، شنو كايعني هاد بي جي اخمسطاش؟	جوج بالغين وواحد الطفل، عافاك. بالمناسبة، شنو كيعني هاد بي جي خمستعش؟
9261	4675	RAB	RAB	عمرت واحد الخزان.	عمرت واحد الخزان.
9301	4676	RAB	RAB	واش كاتاخد بطاقة إي بي سي؟	واش كتاخذ بطاقة اي بي سي؟
9302	4677	RAB	RAB	ماعقلتش فين خليتو.	ما عقلتش فين خليته.
9321	4678	RAB	RAB	خاصني نسيفط هاد البدلة للتنظيف.	خاصني نسيفط هاد البدلة للتنظيف.
9323	4679	RAB	RAB	نعم. هادا ساروت الغرفة ديالي.	نعم. هادا ساروت الغرفة ديالي.
9352	4680	RAB	RAB	واش كاينة شي تعليمات ديال الاستعمال؟	واش كاينة شي تعليمات ديال الاستعمال؟
9364	4681	RAB	RAB	اشحال كايسوى التنبر ديال هاد البطاقة البريدية؟	شحال كيسوى التنبر ديال هاد البطاقة البريدية؟
9414	4682	RAB	RAB	اشناهي ميزة الفصل؟	اشنا هي ميزة الفصل؟
9430	4683	RAB	RAB	واش يمكن ليا نرد فلوسي على هاد الشي؟	واش يمكن لي نرد فلوسي على هاد الشي؟
9461	4684	RAB	RAB	عافاك قول ليا فين كاينة بلاصتي.	عافاك قول لي فين كاينة بلاصتي.
9491	4685	RAB	RAB	بغيت نبقى بمية دولار.	بغيت نبقى بمية دولار.
9545	4686	RAB	RAB	فعطلة.	فعطلة.
9564	4687	RAB	RAB	لا، ماعنديش الوقت بزاف. غير يتقاد.	لا، ما عنديش الوقت بزاف. غير يتقاد.
9631	4688	RAB	RAB	اطلبت أكل نباتي.	طلبت اكل نباتي.
9676	4689	RAB	RAB	ماكانعرفش القياس البريطاني.	ما كا نعرفش القياس البريطاني.
9714	4690	RAB	RAB	بغيت نشري فيلم انعكاس كوداك ديال ستة و تلاتين صورة.	بغيت نشري فيلم انعكاس كوداك ديال ستة وثلاثين صورة.
9724	4691	RAB	RAB	بغيت نبقى اكتر.	بغيت نبقى اكثر.
9757	4692	RAB	RAB	شناهي الأجرة تقريبا لولشنطن سكوار بارك؟	شنا هي الاجرة تقريبا لواشنطن سكوار بارك؟
9778	4693	RAB	CAI	عندي التهاب مهبلي.	عندي التهاب مهبلي.
9797	4694	RAB	DOH	بغيت مرشد خاص.	بغيت مرشد خاص.
9818	4695	RAB	RAB	واش تقدر تبدل هادا، عافاك؟	واش تقدر تبدل هادا، عافاك؟
9835	4696	RAB	RAB	بغيت نطرح عليك واحد السؤال بخصوص النقطة رقم تلاتة. واش عندي الصح نعتاقد باللي خاصني نخلص عبر التحويل البنكي؟	بغيت نطرح عليك واحد السؤال بخصوص النقطة رقم ثلاثة. واش عندي الصح نعتاقد باللي خاصني نخلص عبر التحويل البنكي؟
9845	4697	RAB	RAB	اسمعت باللي السفينة تدمرات بالاعصار.	سمعت باللي السفينة تدمرات بالاعصار.
9848	4698	RAB	RAB	اشمن نوع دلمصنوعات بغيتي؟	اشمن نوع دالمصنوعات بغيتي؟
9868	4699	RAB	RAB	شكرا لك بزاف. كنتي جد خدوم .	شكرا لك بزاف. كنتي جد خدوم.
9876	4700	RAB	CAI	مغادرة، من فضلك.	مغادرة، من فضلك.
9891	4701	RAB	RAB	واش تقدر تعطيني واحد البنج؟	واش تقدر تعطيني واحد البنج؟
9929	4702	RAB	RAB	بغيت نشوف ترينيتي شورش.	بغيت نشوف ترينتي شورش.
9946	4703	RAB	RAB	رحلة الطيران يو إي تمية خمسة تلاتة.	رحلة الطيران يو اي ثمانية خمسة ثلاثة.
9960	4704	RAB	RAB	واش تقدر دير فطوري ساعة قبل من هاد الشي؟	واش تقدر تدير فطوري ساعة قبل من هاد الشي؟
9974	4705	RAB	RAB	واش كايبيعو الكحول فهاد المحل؟	واش كيبيعوا الكحول فهاد المحل؟
10001	4706	RAB	RAB	آش من وثائق غادي نحتاج باش ندخل للولايات المتحدة؟	آش من وثائق غادي نحتاج باش ندخل للولايات المتحدة؟
10008	4707	RAB	RAB	هاد الشي مزيان بزاف. شكرا لك.	هاد الشي مزيان بزاف. شكرا لك.
10015	4708	RAB	RAB	بغيتك تصاوب ليا طربوش جديد.	بغيتك تصاوب لي طربوش جديد.
10017	4709	RAB	RAB	بغيت شي حاجة توقف الغيلوف.	بغيت شي حاجة توقف الغيلوف.
10018	4710	RAB	RAB	هاد التذكرة لبلاصة فالأوركسترا. انت فالشرفة.	هاد التذكرة لبلاصة فالاوركسترا. انت فالشرفة.
10030	4711	RAB	RAB	شحال الفاتورة باش تتحاط الطوموبيلة؟	شحال الفاتورة باش تتحاط الطوموبيلة؟
10046	4712	RAB	RAB	أوه، ماكانش عليك . شكرا لك . داك الشي اللي كنت باغي.	اوه، ما كانش عليك. شكرا لك. داك الشي اللي كنت باغي.
10147	4713	RAB	RAB	عافاك بدل المصباح الكهربائي.	عافاك بدل المصباح الكهربائي.
10151	4714	RAB	RAB	نعم، يمكن ليك. الغرفة واجدة . عافاك كتب اسمك و كنيتك هنا.	نعم، يمكن ليك. الغرفة واجدة. عافاك اكتب اسمك وكنيتك هنا.
10158	4715	RAB	RAB	ماشي مشكل.	ماشي مشكل.
10159	4716	RAB	RAB	واش غادي نحتاج لرخصة صيد؟	واش غادي نحتاج لرخصة صيد؟
10201	4717	RAB	RAB	اشحال خصني نخلص للساعة؟	شحال خصني نخلص للساعة؟
10206	4718	RAB	RAB	اشمن ساعة التسجيل؟	اشمن ساعة التسجيل؟
10227	4719	RAB	RAB	بغيت ناكل جراد البحر ني.	بغيت ناكل جراد البحر ني.
10228	4720	RAB	RAB	عافاك جيب ليا فطوري مع السبعة.	عافاك جيب لي فطوري مع السبعة.
10265	4721	RAB	RAB	غادي نصيفط ليك هاد التصويرة . الاسم و العنوان ديالك، عافاك.	غادي نصيفط ليك هاد التصويرة. الاسم والعنوان ديالك، عافاك.
10271	4722	RAB	RAB	غادي ندرس العلوم فالجامعة.	غادي ندرس العلوم فالجامعة.
10284	4723	RAB	RAB	أنا آسف على التأخر ديالي.	انا آسف على التأخر ديالي.
10297	4724	RAB	RAB	كبداية، خاصني نقول باللي راني ماشي مختص فالمجال، و ماكانمتل حتى شي هيئة حكومية. اللي غادي نتقاسم معاكم ماهو غير رأيي الشخصي. مع ذلك أنا مستعد نطلعكم على وجهة نظري.	كبداية، خاصني نقول باللي راني ماشي مختص فالمجال، وما كا نمثل حتى شي هيئة حكومية. اللي غادي نتقاسم معاكم ما هو غير رأيي الشخصي. مع ذلك انا مستعد نطلعكم على وجهة نظري.
10299	4725	RAB	RAB	ضيعتهم البارح فالعشية.	ضيعتهم البارح فالعشية.
10306	4726	RAB	RAB	بغيت ندير اتصال للخارج . عافاك واصلني مع الرقم تلاتة ربعة ستة تلاتة تمنية واحد جوج واحد تلاتة تلاتة فطوكيو.	بغيت ندير اتصال للخارج. عافاك واصلني مع الرقم ثلاثة اربعة ستة ثلاثة ثمانية واحد جوج واحد ثلاثة ثلاثة فطوكيو.
10327	4727	RAB	RAB	واحد التذكرة ذهاب و إياب، عافاك.	واحد التذكرة ذهاب وإياب، عافاك.
10341	4728	RAB	RAB	شحال دالوقت دلمشي على الأقدام حتى لسوهو؟	شحال دالوقت دالمشي على الاقدام حتى لسوهو؟
10350	4729	RAB	RAB	فين كاين البرد اكتر ففصل الشتاء، فاليابان أو استراليا؟	فين كاين البرد اكثر ففصل الشتاء، فاليابان او استراليا؟
10363	4730	RAB	RAB	ابقى مرهون تما بشي قضية عاجلة ديال آخر دقيقة.	بقى مرهون ثما بشي قضية عاجلة ديال آخر دقيقة.
10369	4731	RAB	RAB	واش هاد الجلد نقي مية فالمية؟	واش هاد الجلد نقي مية فالمية؟
10414	4732	RAB	RAB	واش يمكن لينا ناكلو؟	واش يمكن لينا ناكلوا؟
10442	4733	RAB	RAB	غادي نديك لتما.	غادي نديك لثما.
10458	4734	RAB	RAB	أنا متأكد باللي اعطيتك ورقة ديال خمسين دولار.	انا متأكد باللي اعطيتك ورقة ديال خمسين دولار.
10490	4735	RAB	RAB	أنا فرحان حيت درتيه. عافاك بلغ صداقتي الحارة لعائلتك.	انا فرحان حيث درتيه. عافاك بلغ صداقتي الحارة لعائلتك.
10492	4736	RAB	RAB	ماكرهتش، سمح ليا بلحاق خاصني ضروري نمشي. غادي يفوتني القطار. عجبني بزاف نهضر معاك.	ما كرهتش، اسمح لي بالحق خاصني ضروري نمشي. غادي يفوتني القطار. عجبني بزاف نهدر معاك.
10508	4737	RAB	RAB	اسمح لي، أنا تالف. فين باب الخروج؟	اسمح لي، انا تالف. فين باب الخروج؟
10540	4738	RAB	RAB	اشحال هادي، كان يوم كيحتفلو بيه بحصاد الأرز.	شحال هادي، كان يوم كيحتفلوا بيه بحصاد الارز.
10570	4739	RAB	RAB	المشي كيضرني.	المشي كيضرني.
10571	4740	RAB	DOH	واحد سمكة المهرج الدهام تبعاتني.	واحد سمكة المهرج الدهام تبعاتني.
10595	4741	RAB	RAB	اشنو اللي ملفوف فديك الورقة البيضا؟	اشنو اللي ملفوف فديك الورقة البيضا؟
10663	4742	RAB	RAB	اشحال من محطة كاينة للحوض المائي؟	شحال من محطة كاينة للحوض المائي؟
10708	4743	RAB	RAB	شوف علامات العكار، هوه؟	شوف علامات العكار، هوه؟
10717	4744	RAB	RAB	شحال هادي و هاد الشي هاكدا؟	شحال هادي وهاد الشي هاكدا؟
